Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,End Date,Status,Assessor.1,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
Ebbi,05-14-LE,2,2019-07-31,A,LRx,F,E,IGDB,Graham,12/03/2018,15/05/2019,25/10/2019,AD,A,,,4.0,5.0,1.0,High scenting. Does sniff around in exploration but keeps regularly and reasonably orientated to handler - doesn't veer too far off. ,,1.0,,,1,1,1,2,A little bit of shaking. Handler doesnt create too wide a walking path - keeps a relatively small circle. I think perhaps if the circle was widened the dog might be slightly more distracted. ,,4,Handler touched hind-quarters resulting in a slight break of stand but I havent counted this ,,1.0,handler asks many times without success. Dog reverses off the platform and a few times after when the handler tries to get a sit. Once sitting Ebbi maintains.  ,,1,1.0,,"Very hesitant to assume down position, eventually goes down but breaks shortly after and then refuses to go down again thereafter. Either stubbornness or body sensitivity - handler mentions that she regularly struggles but that she is also quite body sensitive. Assessor suggests that they move on but handler decides to rather keep trying even attempting a new position. Ends with refusal. ",,1.0,3,No,No,,Dog vocalisation heard from the crated dog. ,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,Heavy dog vocalisation from the crated dog,,2,3,3,2,1,2.0,1.0,2.0,2,2.0,6,,,,2,Looks away every now and then but mostly has focused attention. Good behaviour though and no jumping up or broken sit once she is asked to sit. ,,Righ,3.0,1,1.0,,2.0,,,5,0.0,,"While Ebbi wasnt called and she followed willingly, handler walked up to Ebbi to gain attention and then Ebbi began following",,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,Crated dog vocalisation. Did sit on her own at the end there. Although mostly sniffing / standing - did seem calm. ,,1.0,1.0,4.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,Was sniffing the corner a bit but more time orientated and perhaps displacement than exploration. ,1.0,,,,3.0,,,,,,,,,,,,,
Herbie,07-02-LH,2,2019-09-17,A,LRxGR,M,H,IGDB,Graham,11/05/2018,02/07/2019,,GD,A,,,4.0,2.0,1.0,Barking and whining - but I dont know if that is from the crated dog or from Herbie. Camera has a slight blind spot next to the gate and part of the examination table .,,1.0,,,2,2,2,2,,,4,,,2.0,Needed a lure. Once seated did maintain well until the end when he broke and then handler struggled to get the sit again. ,,1,1.0,,,,4.0,1,No,No,,Immediate back up as soon as handler began checking ears and mouth. When handler checked paws he reversed off the table. They attempted again and he tried to jump off again. Assessor moves on. ,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,,2,3,3,4,1,2.0,3.0,5.0,3,3.0,6,,,,5,Lifts hindquarters twice and jumps up at handler once,,Both,3.0,3,1.0,,2.0,,,4,0.0,,Walked very calmly toward dog. Not a high interest at all.,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,Sits almost immediately. Interest in the sounds coming from the dog in the crate (chewing sounds). Panting and swapping attention from handler to crated dog. ,,1.0,1.0,3.0,,2.0,,,5.0,1.0,2.0,1.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Eliza,05-22-LE,2,2019-08-12,B,LRx,F,E,IGDB,Catherine,12/03/2019,28/05/2019,12/11/2019,W,B,,,2.0,4.0,2.0,handle moves around toward slightly,,1.0,,,1,1,1,2,,,4,,,2.0,,,4,3.0,,,,4.0,3,No,No,,Looks like dog doesn't licks or mouths as handle was in between camera and dog ,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,,,,1,4,4,3,4,3.0,3.0,3.0,2,2.0,5,,,,2,"used ragger, no kong, dog sits and goes into a down eventually",,,,1,,,,ragger used instead of kong,,3,0.0,,,,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,2.0,,2.0,handler mentions only has dog three days,,3.0,3.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,bucket was placed on the ground,,,,,,,,,,,
Edrick,05-11-LE,2,2019-07-31,B,LRx,M,E,IGDB,Rose,12/03/2018,15/05/2019,09/07/2020,GD,B,,,2.0,4.0,2.0,,,1.0,,,2,2,2,2,,,2,started on platform and then did on the ground,,4.0,,,4,4.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,,,3,4,3,5,3,4.0,3.0,5.0,3,5.0,5,,,,2,sits and then lies down ,,Righ,3.0,1,2.0,,2.0,dog was on lead but didn't get up to try and move away.,,3,,,no call back done as handler walked towards the crate.,,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,No,,,,1.0,1.0,3.0,,2.0,,,5.0,1.0,1.0,2.0,4.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Evie,07-03-LE,2,2019-09-17,A,LRxGR,F,E,IGDB,Rose,03/12/2018,02/07/2019,02/02/2020,GD,A,,,5.0,2.0,2.0,Vocalisation - inaudible - think it might be the crated dog. Evie remained at handlers side the entire time. she sniffed for a little which can be seen as exploration but still remained by the handlers side. ,,,Was directly behind handler and no need to be called back,,1,1,1,2,Every now and then looks like she falls back but I think this is more to give room for handler to turn corners.,,4,A little bit of sniffing but maintained. ,,2.0,Think she is overaware of the platform but this platform is very small so I never counted these broken attempts. When off she went into a down rather than a sit as requested. When asked to upsit she struggled. Then asked to sit and broke a few times. (Body sensitivity?) ,,4,4.0,,Lay down rather than sitting - assessor and handler used this to test her down rather than her sit. Maintained.,,1.0,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,2,2,2,2,2,2.0,2.0,2.0,1,1.0,4,,,,2,A very small lift in hindquarters here and there - think this is more due to body sensitivity. Well behaved even though she is definitely interested. ,,Both,3.0,1,1.0,,2.0,,,5,1.0,,,,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,While she was standing for all of it she did seem settled - no signs of stress like panting etc. ,,1.0,1.0,3.0,,1.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,A very minor suss - nothing more. Extremely quick recovery ,,,,,,,,,,,
Zac,07-04-LZ,2,2019-09-18,A,LR,M,Z,Private breeder,Rose,04/06/2018,02/07/2019,25/10/2019,W,A,,,2.0,5.0,1.0,Startle when seeing the bucket. High interest in something by the gate,,1.0,Did turn back to go back to handler even though handler met him kind of half way,,3,2,1,2,,,2,Highly scent distracted and for this reason the platform wasnt used. Very activated and shaking body (displacement / body sensitivity) also still quite distracted by environment and scent and needing alot of handler support,,3.0,Was asked to sit but lay down - down response tested first. Good handler intervention as I think he would have broken sit a lot more without it. ,,3,1.0,,Was asked to sit but lay down so down response tested before sit.  Very unsettled and sniffing alot as well as breaking twice.  ,,4.0,3,No,Yes,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,On second attempt tried to avoid towel being put on his back,,5,3,6,3,5,3.0,6.0,5.0,4,5.0,6,,,,5,Highly activated and jumping up constantly at handler. ,,Both,4.0,1,1.0,,2.0,As the kong was no longer frozen he learnt that if he lifted and tilted it treats would fall out and so he only interacted to do this and when the treats were no longer falling out with ease. ,,6,1.0,,,,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,No,,,,1.0,1.0,4.0,,3.0,,,4.0,2.0,4.0,1.0,1.0,No,,,3.0,,,,4.0,,Did run to investigate but not stressed I wouldnt say more inquisitive (even after initial startle at the bucket from the beginning),,,,,,,,,,,
Goober,07-01-LG,2,2019-09-17,B,LRxGR,M,G,IGDB,Graham,15/04/2018,02/07/2019,03/02/2020,GD,B,,,1.0,5.0,1.0,,,2.0,handler just used dog's name,,2,2,2,3,,,4,,,1.0,,,1,1.0,,"dog wouldn't stay down, dog very slow to sit. dog very stressed",,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,3,4,3,4,1,4.0,4.0,3.0,3,4.0,5,,,,4,dog broke sit and  moved towards the handler,,Both,3.0,1,3.0,,2.0,,,6,3.0,,"dog wouldn't come back initially, picked up sticker for a chase and eventually came back for a treat.",,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,No,,,,1.0,1.0,2.0,,2.0,,,4.0,2.0,2.0,2.0,1.0,No,,dog was looking for dog nuts that were dropped earlier by accessor,3.0,,,,4.0,,,,,,,,,,,,,
Gav,07-12-LG,2,2019-10-14,A,LRxGR,M,G,Home bred,Rose,15/04/2018,16/06/2019,28/01/2020,AD,A,,,2.0,5.0,2.0,,,1.0,,,1,1,1,2,,,3,,,3.0,,,1,1.0,,Handler remarks on body sensitivity. Breaks consistently even with constant handler support,,4.0,4,No,No,,,,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,,,2,3,3,1,2,2.0,2.0,4.0,2,3.0,6,,,,4,Lifted hind quarters briefly and then composed himself. Did jump up once on the initial seeing the kong but modulated quickly ,,Both,3.0,3,4.0,,2.0,Initially picked up the kong and walked around for a while to find a place to settle with it - definitely would have entered crate if open. After moving around for a while with the kong in his mouth he settles by his handlers feet.,,4,0.0,,,,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,No,,Doesnt lay down but sat very calmly - good self modulation. ,,1.0,1.0,3.0,,3.0,While happy and keeps close to handler - not overly interested in play at all,,4.0,3.0,1.0,1.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Effie,07-13-LE,2,2019-10-10,B,LRxGR,F,E,IGDB,Graham,12/03/2018,30/07/2019,03/02/2020,GD,B,,,4.0,2.0,3.0,,,1.0,dog was near handler,,1,3,2,2,,,4,,,4.0,,,1,1.0,,,,4.0,4,No,No,,,,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,,,,2,3,3,4,2,3.0,3.0,3.0,2,2.0,4,,,,2,"sit, then goes into a down",,Righ,3.0,2,1.0,,2.0,,,3,0.0,,handler sat in chair with dog off lead on his left.,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,3.0,1.0,5.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Harvey,08-02-LH,2,2019-10-30,A,LRxGR,M,H,IGDB,Rose,11/05/2018,21/08/2019,28/01/2020,AD,A,,,4.0,5.0,1.0,Mostly stayed close to the handler - even while exploring. ,,1.0,,,1,1,1,2,,,3,No platform used. ,,4.0,,,4,3.0,,First attempt I think he was confused - didnt count it as a broken attempt. Slight interest in the environment,,1.0,3,No,No,,slight tail tuck,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,Low tail carriage,,3,2,2,3,2,2.0,2.0,3.0,2,2.0,4,,Very mild pull strength,,4,Breaks sit and intense staring. No inappropriate behaviour shown. Good modulation,,Left,3.0,2,1.0,,2.0,Picks up kong and walks a circle or two around handler but then settles at handlers feet. ,,5,1.0,,Loses interest quickly,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,4.0,,3.0,,,4.0,2.0,1.0,1.0,1.0,No,,,3.0,,,,3.0,,More inquisitive at the sight of the bucket than the noise - head slight perked up at the assessor holding the bucket before it was dropped,,,,,,,,,,,
Gretel,07-14-LG,2,2019-10-10,B,LRxGR,F,G,IGDB,Catherine,15/04/2018,21/07/2019,29/11/2019,AD,B,,,2.0,4.0,2.0,handler started moving around,,1.0,,,1,2,2,2,occasionally dog will walk ahead for a few seconds,,2,,,2.0,,,3,2.0,,,,1.0,2,No,No,,"dog lifted up onto table, was stressed",,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,towel not folded over on 2nd time,,2,4,4,6,3,4.0,4.0,4.0,3,4.0,5,,,,5,sitting during but jumped once when kong was being given to handler,,Left,3.0,1,1.0,,2.0,handler has stepped back from dog,,3,0.0,,handler sat on chair an dog was in a down beside him,,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,No,,,,2.0,1.0,4.0,,4.0,,,3.0,3.0,2.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Jojo,08-13-LJ,2,2019-11-14,A,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,29/11/2019,AD,A,,,2.0,5.0,1.0,Handler remarks on dog passing wind. Stress?,,1.0,,,2,1,1,2,,,2,Did well to start with but got bored at the end. ,,3.0,Handler sat. Was distracted by dog in the crate. ,,1,1.0,,Very activated by environment. ,,4.0,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Too distracted by the environment to be worried about the tea towel.,,3,2,1,2,1,2.0,1.0,1.0,1,1.0,4,,So into handler didnt notice half the distractions,,5,"Loads of whining, jumping up at handler and then gets bored and starts exploring",,None,4.0,3,5.0,,2.0,Very playful - didnt want to give the kong back as it would mark end of the play session. High energy. ,,7,1.0,,Very playful and excited. Not really for the dog per se but just in general. ,,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,No,,,,1.0,1.0,5.0,,2.0,,,4.0,3.0,2.0,3.0,1.0,No,,,5.0,Jumps up at handler,,,3.0,,More interested in handler dropping the bucket than the bucket itself,,,,,,,,,,,
Harry,08-01-LH,2,2019-10-30,B,LRxGR,M,H,IGDB,Rose,11/05/2018,21/08/2019,29/11/2019,AD,B,,,1.0,5.0,1.0,,,1.0,,,2,2,2,3,,,2,,,4.0,handler asks dog twice very quickly together,,1,3.0,,,,1.0,3,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,tea towel not folded over,,6,5,4,5,3,4.0,3.0,3.0,2,3.0,5,,,,4,sits,,Left,3.0,3,2.0,,2.0,,,4,1.0,,,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,1.0,,0.0,,,5.0,1.0,1.0,1.0,1.0,No,,,0.0,"calmly responds when handler returns, but wouldn't go to handler",,,4.0,,,,,,,,,,,,,
Irrie,09-01-LI,2,2019-11-20,A,LRxGR,F,I,IGDB,Frances,28/06/2018,04/09/2019,27/07/2020,GD,A,,,2.0,5.0,1.0,High scent distraction. Body shaking.,,2.0,,,3,2,2,2,,,2,Quite distracted and unsettled.,,1.0,"Still quite distracted by environment - shifting position, and moving around and wanted to lie down at one point too",,1,1.0,,Very distracted by environment - quite activated and not wanting to listen to handler input even with loads of support. ,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,Seems more inquisitive on first attempt but then loses interest and becomes indifferent thereafter.,,4,4,2,3,3,3.0,2.0,3.0,3,5.0,6,,,,4,briefly lifts hind quarters but good modulation,,Left,3.0,1,1.0,,2.0,,,7,2.0,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,No,,Though she only exhibits a little bit of digging and sniffing (and pacing) from her body language I would say she isnt settle and is a little stressed.,,1.0,1.0,3.0,,1.0,,,3.0,3.0,3.0,1.0,1.0,No,,,1.0,,,,3.0,,More interested in the assessor as she was from the start of the test when he put the platform in for the stand. I dont think she was much phased by the bucket if at all,,,,,,,,,,,
Harmony,08-04-LH,2,2019-10-30,B,LRxGR,F,H,IGDB,Diana,11/05/2018,21/08/2019,29/11/2019,AD,B,,,1.0,5.0,1.0,,,2.0,,,3,2,2,2,dog sniffed and walked,,4,,,4.0,,,1,3.0,,,,4.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,,,4,4,4,4,2,3.0,3.0,4.0,3,2.0,5,,,,5,"dog jump up on to get kong a few times, offers behaviours such as sits and downs  ",,None,3.0,1,1.0,,2.0,"handler steps away from the dog, but dog stays in the same place",,3,0.0,,handler told dog to wait,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,3.0,2.0,2.0,1.0,1.0,No,,,4.0,,,,5.0,,,,,,,,,,,,,
Josie,09-03-LJ,2,2019-11-20,A,LR,F,J,Home bred,Diana,03/07/2018,04/09/2019,17/08/2020,GD,A,,,1.0,5.0,1.0,,,1.0,,,1,1,1,2,Jumped on the examination table a few times but I think this is more because she felt it was what she was supposed to be doing.,,1,Perhaps unsure of what was wanted of her,,3.0,Broke stand with sit and handler continued on. Sit not requested.,,3,2.0,,"I think she was very distracted by the environment, the movement of the assessors and the dog in the crate barking. She appeared to settle well at one point and even dropped her side into a more settled position but this was short lived. ",,4.0,3,No,No,,Low tail  carriage ,,No,No,Yes,No,No,No,Yes,No,No,No,No,No,,First response - checked to see what was on back but then ignored it and carried on as per usual. Second response = no response,,1,2,2,4,1,3.0,2.0,3.0,2,3.0,4,,Car was not working/stable - scored on stable car.,,4,changing position - backing up etc. Lifting hindquarters very briefly. No truly inappropriate behaviour shown - good modulation,,None,3.0,2,1.0,,2.0,Dog kept on lead - I think she would have taken kong away from handler if she wasnt on lead. Has to follow handler with the kong when it is taken back for this reason too. ,,4,2.0,,Does come back on her own but then continues exploring ,,1.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,No,,,,1.0,1.0,4.0,,3.0,,,4.0,1.0,2.0,2.0,2.0,No,,,4.0,Rolls on back playfully,,,3.0,,Indifferent to noise - inquisitive of bucket,,,,,,,,,,,
