Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,PR Sup,DOB,DOA,End Date,Status,Assessor.1,Video Start Time (HH:MM:SS),Familiarisation-Start Time (MM:SS),Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Familiarisation-Comments,Call Back-Start Time (MM:SS) ,Call Back-Response,Call Back-Comments,Walking-Start Time (MM:SS),Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Walking-Comments,Standing-Start Time (MM:SS) ,Standing-Response,Standing-Comments,Sitting-Start Time (MM:SS) ,Sitting-Response,Sitting-Comments,Lying-Start Time (MM:SS) ,Lying-Response,Lying-Settled,Lying-Finish Time (MM:SS),Lying-Comments,Body check-Start Time (MM:SS),Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Body check-Finish Time (MM:SS) ,Body Check-Comments,Tea Towel-Start Time (MM:SS),Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Tea Towel-Finish Time (MM:SS),Tea Towel-Comments,Distractions-Start Time (MM:SS),Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Distractions-Finish Time (MM:SS) ,Distractions-Comments,Kong-Presentation-Start Time (MM:SS) ,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Start Time (MM:SS),Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Interaction-Finish Time (MM:SS),Kong-Return-Handler,Kong-Comments,Dog-Start Time (MM:SS),Dog-Response,Dog-Call Back Response,Dog-Finish Time (MM:SS) ,Dog-Comments,Crate-Start Time (MM:SS) ,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Crate-Finish Time (MM:SS),Crate-Comments,Petting-Start Time (MM:SS),Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Finish Time (MM:SS),Petting-Responsiveness-After,Petting-Comments,Isolation-Start Time (MM:SS),Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Isolation-Finish Time (MM:SS) ,Isolation-Comments,Reunion-Response,Reunion-Comments,Noise-Start Time (MM:SS),Noise-Time (MM:SS),Noise-Confidence,Noise-Walk Finish Time (MM:SS),Noise-Comments,Jumps,Shakes,Stretches,Whines,Short Barks,Continuous Barks,Growls,Scratches,Grooms,Yawns,Lip Smacking
Jazzi,09-04-LJ,2,2019-11-20,A,LR,F,J,Home bred,"Rose, Diana",03/07/2018,04/09/2019,27/07/2020,GD,A,,,2.0,5.0,1.0,,,2.0,,,3,2,2,2,Very mild tension if any. At times the dog does walk out ahead of the handler but more consistently walks beside handler.  Quite scent distracted.,,4,Maintained even when slightly distracted,,4.0,,,4,4.0,,,,3.0,4,No,No,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,Second Response - Very briefly turned head at beginning but I think more direction based as she wanted to be looking at something past the gate,,3,4,3,1,3,4.0,2.0,4.0,3,3.0,6,,Car not working - scored on stationary car. ,,2,Does lift hind quarters briefly when handler began talking. Definitely very engaged with the kong but keeps sitting.,,Left,3.0,2,2.0,,2.0,Dog kept on lead - otherwise may have wondered off with the kong as she does pick the kong up and begin walking away. Also for this reason dog has to follow handler to take the kong back. ,,2,0.0,,No interest in the dog at all,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,Tail wagging but more interested in exploring the environment,,5.0,1.0,2.0,4.0,1.0,No,,,3.0,Happy to see handler but loses interest quickly and explores,,,3.0,,,,,,,,,,,,,
Jira,08-11-LJ,2,2019-11-06,B,LR,F,J,IGDB,Frances,07/03/2018,28/08/2019,03/02/2020,GD,B,,,,,,handler didn't stay in or near one spot and walked around continuously with the dog following.,,,"dog not called back, handler was speaking to another dog",,2,2,1,3,,,2,dog was off lead,,3.0,dog went into adown from sit without being asked ,,4,4.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,"dog removes towel before moving, towel not folded over",,1,4,5,6,6,4.0,3.0,5.0,3,5.0,5,,,,2,dog sits,,None,3.0,3,1.0,,2.0,kong not placed on  ground but given to dog,,3,0.0,,handler had put dog into a sit as dog distraction dog had come out.,,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,No,,,,2.0,1.0,4.0,,4.0,,,5.0,1.0,1.0,2.0,4.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Jane,10-04-LJ,2,2020-01-08,A,LR,F,J,IGDB,Graham,03/07/2018,02/10/2019,14/02/2020,AD,A,,,2.0,5.0,2.0,Handler follows dog around more than dog follows handler around.,,1.0,,,1,1,1,2,,,2,When handler starts speaking dog gets bored.,,4.0,,,4,4.0,,,,4.0,3,No,No,,Not a full body check carried out - only head and fore-paws,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,Sits on first response and doesnt seem phased however on second response she is hesitant to come too close to handler - even still she seems quite indifferent while cloth is on her back,,3,3,4,5,2,2.0,1.0,3.0,2,3.0,5,,Car wasnt working - scored on the stationary car.,,2,Handler holds the kong directly infront on the dogs face rather than at chest height. For this reason the dog actually behaved amazingly seeing as she only lifted her hind-quarters briefly once. Dog on lead,,Righ,4.0,1,1.0,,3.0,Dog on lead but I dont think she would have gone far off from the handler anyways as the handler occasionally drops the lead giving ample opportunity for the dog to move and she doesnt. Dog drops the kong of own accord when asked.,,0,0.0,,Delay in taking off the dogs lead which may have inhibited dogs natural initial reaction. Dog looks to handler for reward / praise / support. ,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,,Dont know if whine is from this dog or the one for distraction. Stayed standing the entire time - didnt move much but was looking at handler alot ,,1.0,1.0,3.0,,3.0,Slighly excited for a short time but quickly loses interest and explores.,,5.0,2.0,2.0,,1.0,No,,Not sure where the whining is coming from,3.0,Wagging tail - calm approach. Loses interest quickly,,,3.0,,,,,,,,,,,,,
Hayley,08-12-LH,2,2019-11-06,B,LRxGR,F,H,IGDB,Frances,11/05/2018,28/08/2019,04/12/2019,W,B,,,2.0,4.0,1.0,,,1.0,,,2,1,1,2,block lead used,,2,,,4.0,,,3,3.0,,,,3.0,3,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,,2,4,4,3,3,3.0,4.0,3.0,2,2.0,5,,,,5,dog jumps twice at handler,,None,3.0,1,2.0,,2.0,handler steps away from dog but dog stays in the same spot,,6,2.0,,handler walked towards the crate before he called the dog,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,2.0,1.0,3.0,,4.0,,,5.0,1.0,2.0,4.0,2.0,No,,,4.0,,,,4.0,,,,,,,,,,,,,
Idris,10-14-LI,2,2020-01-09,B,LRxGR,M,I,IGDB,Mags,28/06/2018,17/10/2019,12/02/2020,W,B,,,1.0,5.0,1.0,,,2.0,,,2,1,1,2,,,3,handler consistently petted the dog,,2.0,handler sat in front of the dog consistently petting and using treats,,4,3.0,,handler consistently petting the dog,,2.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,towel  [laced but not folded over,,4,4,4,5,2,3.0,3.0,3.0,2,3.0,5,,,,2,sat and then went into a down,,Left,3.0,1,1.0,,2.0,couldn't see gpaw lateralisation due to position of dog,,4,0.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,3.0,3.0,2.0,1.0,1.0,No,,,3.0,jumped out initially,,,4.0,,,,,,,,,,,,,
Kirby,10-15-LK,2,2020-01-08,A,LRxGR,M,K,IGDB,Mags,02/08/2018,09/10/2019,20/07/2020,AD,A,,,3.0,5.0,1.0,After exploring a while goes back to handler on his own,,1.0,,,3,2,2,3,Loads of scratching (and this is why he occasionally drops behind the handler) - body sensitivity to the body piece.,,3,No platform used. He gets bored and lays down. Handler doesnt correct.,,1.0,Wanting to lay down all the time,,4,1.0,,Lay down without being asked and handler left him be ,,4.0,4,No,No,,Stood a bit skew on the table but happy enough,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,,,,2,3,1,1,2,2.0,2.0,4.0,2,3.0,4,,Car stationary ,,4,"Dog kept on lead. Intense starting, backing up very slightly and a very quick slight and soft whine.",,None,3.0,1,1.0,,2.0,"Picked up kong, dropped it and handler took immediately. Dog on lead so has to follow handler but was calm.",,3,0.0,,Does stare at dog quite intently but doesnt break sit - stays at handler side,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,3.0,,,4.0,2.0,3.0,,1.0,No,,I am not sure which dog the whining is coming from. After pacing a bit lies down infront of the gate.,3.0,,,,4.0,,Very minor - almost indifferent - Nothing more than a very slight suss at the can - quick recovery,,,,,,,,,,,
Kacie,10-31-LK,2,2020-01-09,A,LRxGR,F,K,IGDB,Graham,02/08/2018,24/10/2019,08/06/2020,AD,A,,,1.0,5.0,1.0,Turned head to look at body piece,,1.0,,,3,2,2,2,No platform used.,,3,,,4.0,,,3,2.0,,Very distracted by all the barking going on in the background. ,,3.0,3,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,More interested in the assessor walking past to notice the towel on her back on the second attempt,,2,4,3,4,2,3.0,1.0,2.0,3,3.0,6,,,,4,Dog kept on lead. Some whining but brief and mild - tries to lie down and get attention in order to get the kong but wasnt over the top or inappropriate,,None,3.0,1,1.0,,2.0,,,4,0.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,4.0,,2.0,,,5.0,1.0,1.0,,1.0,No,,"Unsure of the whining and which dog it is coming from,.",4.0,,,,3.0,,More interested in the assessor holding the can and the can itself - not bothered by the noise,,,,,,,,,,,
July,10-03-LJ,2,2020-01-08,B,LR,F,J,IGDB,Graham,03/07/2018,17/10/2019,08/06/2020,AD,B,,,1.0,4.0,2.0,,,1.0,,,1,1,1,3,,,3,,,3.0,,,4,3.0,,went into a down from the sit without being asked ,,4.0,3,No,No,,,,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,,,1,4,1,5,2,3.0,1.0,4.0,3,3.0,5,,car doesn't move,,5,dog jumps up,,None,3.0,1,1.0,,2.0,dog was on lead,,4,1.0,,,,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,2.0,,2.0,,,3.0,3.0,2.0,2.0,1.0,No,,,2.0,,,,4.0,,,,,,,,,,,,,
Joy,10-12-LJ,2,2019-12-18,B,LR,F,J,IGDB,Rose,03/07/2018,07/10/2019,08/06/2020,GD,B,,,1.0,5.0,1.0,,,1.0,,,2,3,2,3,,,2,,,2.0,,,4,4.0,,,,4.0,2,No,No,,,,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,4,4,4,1,1,4.0,4.0,5.0,2,3.0,5,,,,4,dog sit but moves slightly,,None,3.0,3,1.0,,2.0,,,6,2.0,,"handler calls dog, dog moves towards crate and handler call dogs again",,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,No,,,,1.0,1.0,4.0,,4.0,,,5.0,1.0,3.0,3.0,2.0,No,,,2.0,,,,5.0,,,,,,,,,,,,,
Junior,10-11-LJ,2,2020-01-09,B,LR,M,J,IGDB,Rose,03/07/2018,07/10/2019,27/07/2020,GD,B,,,2.0,4.0,1.0,,,1.0,,,2,2,2,2,,,3,handler interacted with dog by petting,,3.0,handler interacted with dog and stayed crouch down beside the dog,,4,3.0,,handler used food and stay kneeling down in front of the dog,,4.0,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,"handler doesn't fold tea towel, just drapes it on the dogs back",,3,4,3,5,1,2.0,2.0,3.0,2,4.0,5,,,,4,"sit, down, sit, down",,Righ,3.0,1,1.0,,2.0,,,4,0.0,,,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,2.0,,3.0,,,4.0,2.0,2.0,2.0,1.0,No,,,3.0,,,,5.0,,,,,,,,,,,,,
Kelvin,10-13-LK,2,2020-01-09,B,LRxGR,M,K,IGDB,Rose,02/08/2018,07/10/2019,22/06/2020,GD,B,,,2.0,4.0,1.0,"monitor fell off collar, dog got out",,,no call back done,,1,2,2,2,,,3,,,2.0,,,4,3.0,,handler continuously pet dog and stays crouched beside the dog,,4.0,4,No,No,,,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,very excited,,6,5,4,6,2,4.0,3.0,3.0,3,5.0,6,,,,5,"dog jumps up at handler, sits, down, sits",,None,3.0,3,1.0,,2.0,,,5,1.0,,,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,3.0,No,,,,1.0,1.0,4.0,,4.0,,,4.0,2.0,4.0,2.0,4.0,No,,,5.0,dog jumps up on handler,,,5.0,,,,,,,,,,,,,
Meeko,11-02-IM,2,2020-01-16,A,LRx,M,M,IGDB,DSM,25/08/2018,04/11/2019,29/05/2020,W,A,,,3.0,5.0,1.0,,,1.0,,,3,1,1,3,Very distracted and needing support and encouragement to keep walking because of it,,1,"Scent distracted and not completely grasping the stand and wait command, hence quite distracted, wanting to move around and sit alot",,2.0,Scent distracted - looking for treats in handlers hands and breaking sit to sniff around.,,1,1.0,,Once again- scent distraction causing breaks. There is a possibility of body sensitivity here with not wanting to go down completely and/or breaking the down almost immediately and needing loads of handler support. ,,2.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,2,3,4,4,3,2.0,2.0,2.0,2,2.0,5,,,,2,Staring intently - does avert attention for a few seconds but reverts back to starting at kong. Good behaviour shown - no breaks in the sit or shifting weight or moving. ,,Both,3.0,1,2.0,,2.0,,,2,3.0,,While he does have a look at the dog and wags tail it is very short lived and not from the beginning - he is more interested in exploring and doesnt attempt to move toward the dog. It took several times before he went back to handler because of his high scent distraction,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,,,,1.0,1.0,3.0,,2.0,,,2.0,4.0,1.0,1.0,1.0,No,,Even while at the gate and technically orientated there - he was still sniffing about. ,3.0,,,,4.0,,Sight change in posture - his head and ears slightly perk up - but very minor and almost immediate recovery,,,,,,,,,,,
Katie,11-21-IK,2,2020-01-28,B,LRxGR,F,K,IGDB,Mags,02/08/2018,19/11/2019,08/06/2020,AD,B,,,1.0,5.0,1.0,,,1.0,,,2,3,2,2,,,1,,,2.0,,,3,3.0,,handler stays crouched down beside dog,,4.0,1,No,No,,,,No,No,No,Yes,No,No,No,No,No,Yes,No,No,,,,4,4,3,6,3,3.0,3.0,6.0,4,5.0,6,,,,5,"jumps up for kong when being handed in, sits, downs, ",,Righ,3.0,3,2.0,,3.0,,,5,1.0,,handler walks towards dog and calls dog then,,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,No,,,,1.0,3.0,2.0,,2.0,,,2.0,4.0,4.0,1.0,1.0,No,,,3.0,,,,5.0,,,,,,,,,,,,,
Kain,11-11-IK,2,2020-01-16,A,LRxGR,M,K,IGDB,Mags,02/08/2019,12/11/2019,15/07/2020,AD,A,,,2.0,5.0,1.0,,,1.0,,,3,2,2,1,,,2,Started off well but broke toward the end- distracted and bored,,2.0,Handler crouched by dogs side,,4,3.0,,Handler remains crouched,,4.0,3,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,6,2,2,3,3,3.0,2.0,4.0,4,5.0,4,,,,5,Jumping up at handler and staring very intently,,Both,3.0,1,1.0,,2.0,Dog on lead still so has to keep close to and follow the handler,,4,0.0,,,,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,No,,Sits on commands.,,1.0,1.0,3.0,,2.0,Quickly loses interest,,4.0,3.0,1.0,4.0,4.0,No,,Dog goes through gate,3.0,,,,6.0,,,,,,,,,,,,,
Kaiser,11-24-IK,2,2020-01-28,A,LRxGR,M,K,IGDB,Graham,02/08/2018,20/11/2019,20/07/2020,GD,A,,,2.0,5.0,1.0,,,2.0,,,2,2,2,1,,,2,Counted the first few responses in my scorem- the ones before handler moved on to sit (and came back to stand). Sat at the end without being asked. ,,4.0,Barking and whining (but I dont know whether the whining is coming from him or the dog in the crate). Was supposed to do a stand but decided to do a sit first. ,,4,3.0,,Settles very nicely toward the end of the exercise,,4.0,4,No,No,,,,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,,,,2,2,3,5,5,2.0,2.0,4.0,4,4.0,4,,,,4,"Whining, intense stare but maintains sit",,Both,3.0,3,1.0,,2.0,,,5,2.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,No,,,,1.0,3.0,3.0,,3.0,Dog on lead. ,,4.0,2.0,3.0,,1.0,No,,,3.0,,,,4.0,,Minor suss - quick recovery,,,,,,,,,,,
Jessie,11-25-IJ,2,2020-01-28,A,LRxGR,F,J,IGDB,Graham,03/07/2018,20/11/2019,31/07/2020,GD,A,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,,,2,Lots of moving around,,1.0,,,3,2.0,,Handler remains crouched.,,4.0,3,No,No,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,3,2,3,5,1,2.0,2.0,4.0,2,3.0,4,,,,2,Video cut short but from what was recorded - she was interested and looking but no breaking the sit and no inappropriate behaviour at all.,,Left,2.0,1,1.0,,2.0,,,4,0.0,,Loses interest quickly and goes back to handler,,1.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,2.0,2.0,1.0,No,,,3.0,,,,4.0,,Very minor - almost indifferent,,,,,,,,,,,
Zander,11-28-IZ,2,2020-01-28,A,LR,M,Z,Cesecah,Rose,19/10/2018,18/11/2019,10/03/2020,W,A,,,2.0,5.0,1.0,,,1.0,,,2,1,1,2,,,4,,,2.0,Getting bored and wants to lie down,,2,3.0,,when finally in down he settles down nicely - didnt like lying on the platform as much,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,,3,3,2,4,2,2.0,1.0,3.0,3,3.0,6,,,,4,Slight whine and quite restless and anxious to get the kong,,None,4.0,2,1.0,,2.0,,,5,0.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,2.0,,,3.0,4.0,1.0,2.0,1.0,No,,,3.0,,,,3.0,,,,,,,,,,,,,
Kali,12-01-LK,2,2020-02-19,A,LRxGR,F,K,IGDB,Graham,02/08/2019,11/12/2019,29/06/2020,GD,A,,,1.0,5.0,1.0,Whining - inaudible but I think it comes from the dog in the crate,,1.0,,,3,3,2,1,Quite distracted by dog whining in the crate,,3,,,3.0,,,3,3.0,,,,4.0,4,No,No,,,,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,,,,2,3,1,5,3,2.0,2.0,4.0,3,4.0,6,,,,4,Intent stare and trying to do obedience to get handler to give kong,,Left,3.0,3,1.0,,2.0,,,4,1.0,,Only moves toward the dog at the very end - but for the most of the time she sits at handlers side unsure of what to do,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No,,"Although not portraying any real signs of stress like whining, she stays stood the entire time and not settled.",,1.0,1.0,4.0,,2.0,,,4.0,3.0,3.0,2.0,1.0,Yes,,I would say the urination is due to stress,3.0,,,,4.0,,I wouldnt say it was strong as I dont believe she was running to the source of the noise rather the new object to look at and sniff,,,,,,,,,,,
Meg,11-22-IM,2,2020-01-30,B,LRxGR,F,M,IGDB,Mags,25/08/2018,19/11/2019,31/01/2020,W,B,,,1.0,5.0,1.0,,,1.0,,,1,2,2,2,,,3,,,4.0,,,3,4.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,,4,5,4,5,1,4.0,3.0,2.0,3,5.0,6,,,,2,sits,,Righ,3.0,1,2.0,,2.0,,,3,0.0,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,3.0,,3.0,,,5.0,1.0,1.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Minnie,12-02-LM,2,2020-02-19,A,LR,F,M,IGDB,Rose,25/08/2018,09/12/2019,21/07/2020,GD,A,,,3.0,5.0,2.0,Some whining. Even when handler orientated and looking to handler for input - she is still constantlly moving and exploring the area. ,,1.0,,,1,1,1,2,,,3,Whining and moving around alot at the start. Good handler support. ,,4.0,Still whining.,,3,3.0,,Constant whining.,,4.0,2,No,Yes,,Frantic tail wagging - bit of stress. ,,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,,,,1,3,2,4,1,3.0,2.0,4.0,3,4.0,6,,Very food obsessed - to the point of not really noticing / wanting to interact with other stimulii,,4,"Whining, and starting at kong intently but not breaking sit or acting inappropriately",,Righ,3.0,1,1.0,,2.0,Starting to think that the whining is coming from the dog in the crate either as well as this dog or whining not coming from this dog at all,,1,0.0,,"Cannot see the dogs reaction as the pillar blocks my view, but it is clear that the dog doesnt leave the handlers side at all",,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,No,,Whining and not sure if it is from this or the other dog. Stays seated for most of the time,,1.0,1.0,3.0,,2.0,,,5.0,1.0,1.0,,1.0,No,,Not sure where whining is coming from ,3.0,,,,3.0,,,,,,,,,,,,,
Illana,11-27-II,2,2020-01-30,B,LRx,F,I,IGDB,DSM,28/06/2018,18/11/2019,15/07/2020,AD,B,,,2.0,4.0,1.0,,,1.0,,,2,3,2,2,,,3,,,1.0,,,1,1.0,,,,4.0,3,No,No,,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,,,,4,4,3,4,4,4.0,1.0,3.0,3,4.0,5,,,,2,sits,,Left,3.0,3,2.0,,2.0,,,3,1.0,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,,,,1.0,1.0,1.0,,1.0,,,2.0,4.0,2.0,1.0,1.0,No,,,3.0,,,,4.0,,,,,,,,,,,,,
Milo,12-03-LM,2,2020-02-19,A,LR,M,M,IGDB,Rose,25/08/2018,09/12/2019,,AD,A,,,4.0,5.0,1.0,,,2.0,,,1,1,1,4,,,3,Scent distracted. needing support from handler. ,,4.0,Did need a little support from handler with all the dogs barking in the background,,4,4.0,,Scent distracted at first and then settled very well,,4.0,3,No,No,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,,Does turn his head on the first attempt but not worried about it - more inquisitive. Doesnt even look at it the second time. ,,4,3,2,3,1,3.0,2.0,2.0,2,2.0,6,,,,4,Shifts weight and moves around a lot. Tail wagging frantically but doesnt jump up at handler,,Both,3.0,1,1.0,,2.0,,,3,0.0,,,,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,No,,There is whining but I think its coming from the other dog.,,1.0,1.0,3.0,,2.0,,,4.0,2.0,1.0,,1.0,No,,Not sure where the whining is coming from,3.0,,,,3.0,,,,,,,,,,,,,
