Name,Code,Data Collection Number,Data Collection Date,Assessor,Breed,Sex,Litter,Source,DOB,DOA,End Date,Duration,Status,Label,Outcome,BT Start,BT Duration,Familiarisation-Response [Oriented to Handler],Familiarisation-Response [Exploration],Familiarisation-Response [Waiting],Call Back-Response,Walking-Distractibility,Walking-Pull on leash,Walking-Pull strength,Walking-Initiative,Standing-Response,Sitting-Response,Lying-Response,Lying-Settled,Body check-Table,Body check-Response,Body check-General [Mouths],Body check-General [Licks],Tea Towel-First Response [Indifferent],Tea Towel-First Response [Change from Neutral],Tea Towel-First Response [Turns head],Tea Towel-First Response [Attempts to/Removes towel by moving],Tea Towel-First Response [Attempts to/Removes towel with mouth],Tea Towel-First Response [Plays],Tea Towel-Second Response [Indifferent],Tea Towel-Second Response [Turns head],Tea Towel-Second Response [Change from Neutral],Tea Towel-Second Response [Attempts to/Removes towel by moving],Tea Towel-Second Response [Attempts to/Removes towel with mouth],Tea Towel-Second Response [Plays],Distractions-First Response [Teddy],Distractions-First Response [Human],Distractions-First Response [Car],Distractions-First Response [Food],Distractions-Second Response [Teddy],Distractions-Second Response [Human],Distractions-Second Response [Car],Distractions-Second Response [Food],Distractions-Pull on leash,Distractions-Pull strength,Distractions-Human,Kong-Presentation-Response,Behaviour description,Kong-Interaction-Lateralisation,Kong-Interaction-Response to stimulus,Kong-Interaction-Response to handler,Kong-Interaction-Back,Kong-Return-Handler,Dog-Response,Dog-Call Back Response,Crate-Entering,Crate-Behaviours [Settled],Crate-Behaviours [Sniffing/Exploring ],Crate-Behaviours [Actively Seeking Attention],Crate-Behaviours [Digging],Crate-Behaviours [Nudging Crate],Crate-Behaviours [Pawing],Crate-Behaviours [Whining],Crate-Behaviours [Barking],Crate-Self-Modulation,Crate-Stress,Crate-Urinating,Petting-Handler-Stimulus,Petting-Handler-Holding dog,Petting-Confidence-During,Petting-Responsiveness-After,Isolation-Response [Time oriented],Isolation-Response [Exploration],Isolation-Response [Unsettled/Pacing],Isolation-Response [Whining],Isolation-Response [Barking],Isolation-Urinating,Reunion-Response,Noise-Confidence,S-Walking-Pull_mean,S-Walking-Pull_prod,S-Distractions-Pull_mean,S-Distractions-Pull_prod,S-Walking-Distractions-Pull_mean,S-Walking-Distractions-Pull_prod,S-Familiarisation-Handler_mean,S-Familiarisation-Handler_prod,S-Call-Response_mean,S-Call-Response_prod,S-Familiarization-Dog-Call,S-Obedience_mean,S-Obedience_prod,S-Sensitivity_mean,S-Sensitivity_prod,S-Tea Towel-First Response,S-Tea Towel-Second Response,S-Distractions-First Response_mean,S-Distractions-First Response_prod,S-Distractions-Second Response_mean,S-Distractions-Second Response_prod,S-Distractions-Difference_mean,S-Kong-Response_mean,S-Kong-Response_prod,S-Dog-Distraction_mean,S-Dog-Distraction_prod,S-Crate-Response_mean,S-Crate-Response_prod,S-Crate-Stimulus_mean,S-Crate-Stimulus_prod,S-Crate-Handler_mean,S-Crate-Handler_prod,S-Petting-Stimulus-During_mean,S-Petting-Stimulus-During_prod,S-Petting-Engagement-During_mean,S-Petting-Engagement-During_prod,S-Petting-After_mean,S-Petting-After_prod,S-Isolation-Handler_mean,S-Isolation-Handler_prod,S-Isolation-Stimulus,S-Sociability_mean,S-Sociability_prod
Gretel,07-14-LG,2,2019-10-10,B,LRxGR,F,G1,IGDB,2018-04-15,2019-07-21,2019-11-29,131 days,AD,1.0,Success,14:49:44,0:17:26,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2,4,4,6,3,4.0,4.0,4.0,3.0,4.0,5.0,5.0,sitting during but jumped once when kong was being given to handler,Left,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,No,2.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,1.0,No,4.0,4.0,2.0,4.0,3.5,12.0,1.5,8.0,2.0,4.0,1.0,1.0,0.0,2.333333333333333,12.0,0.75,0.0,2.5,2.5,4.0,192,3.75,192.0,-0.25,2.75,30.0,2.5,4.0,1.75,8.0,1.5,4.0,1.3333333333333333,2.0,3.0,8.0,2.5,4.0,3.0,5.0,1.6666666666666667,3.0,1.0,4.333333333333333,80.0
Jojo,08-13-LJ,1,2019-09-23,A,LR,F,J1,IGDB,2018-07-03,2019-08-28,2019-11-29,93 days,AD,1.0,Success,14:56:40,0:14:13,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,3,3,3,3,3,3.0,2.0,3.0,3.0,3.0,6.0,5.0,"Whining, jumping up, backing up",Both,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,No,1.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,No,4.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,1.5,2.0,1.5,2.0,1.0,2.6666666666666665,16.0,1.5,0.0,1.1666666666666667,0.0,3.0,81,2.75,54.0,-0.25,2.75,30.0,2.5,4.0,3.0,48.0,1.5,3.0,3.0,27.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,2.0,3.6666666666666665,48.0
Jojo,08-13-LJ,2,2019-11-14,A,LR,F,J1,IGDB,2018-07-03,2019-08-28,2019-11-29,93 days,AD,1.0,Success,14:22:15,0:13:19,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,3,2,1,2,1,2.0,1.0,1.0,1.0,1.0,4.0,5.0,"Loads of whining, jumping up at handler and then gets bored and starts exploring",None,4.0,3.0,5.0,2.0,8.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,No,1.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,No,6.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,2.0,1.5,2.0,-1.0,2.0,6.0,1.75,0.0,0.0,0.0,2.0,12,1.25,2.0,-0.75,4.0,200.0,5.0,16.0,3.0,48.0,1.75,4.0,2.6666666666666665,12.0,3.0,5.0,3.0,5.0,2.0,3.0,2.6666666666666665,12.0,1.0,4.666666666666667,90.0
Harry,08-01-LH,1,2019-09-18,B,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2019-11-29,100 days,AD,1.0,Success,13:56:34,0:13:18,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,3,3,4,4,4,3.0,4.0,5.0,3.0,3.0,4.0,4.0,"sat, went to nudge kong ",Righ,4.0,1.0,1.0,2.0,6.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,No,4.0,4.0,2.0,4.0,3.0,9.0,1.0,5.0,1.5,2.0,2.5,6.0,-1.0,2.6666666666666665,12.0,1.0,0.0,2.5,2.1666666666666665,3.5,144,4.0,240.0,0.5,2.75,32.0,4.5,18.0,1.5,4.0,1.5,3.0,1.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.3333333333333333,2.0,2.0,2.6666666666666665,12.0
Harry,08-01-LH,2,2019-10-30,B,LRxGR,M,H1,IGDB,2018-05-11,2019-08-21,2019-11-29,100 days,AD,1.0,Success,13:34:19,0:16:23,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,6,5,4,5,3,4.0,3.0,3.0,2.0,3.0,5.0,4.0,sits,Left,3.0,3.0,2.0,2.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,No,1.0,4.0,2.0,4.0,2.5,6.0,0.5,2.0,1.0,1.0,1.5,2.0,-1.0,2.333333333333333,8.0,1.0,0.0,1.8333333333333333,2.5,5.0,600,3.25,108.0,-1.75,2.75,48.0,3.5,10.0,1.0,1.0,1.5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.333333333333333,5.0,0.0,1.0,1.0
Irrie,09-01-LI,1,2019-10-02,A,LRxGR,F,I1,IGDB,2018-06-28,2019-09-04,2020-07-27,327 days,GD,2.0,Success,14:43:32,0:17:43,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,6,4,3,2,3,3.0,2.0,3.0,3.0,4.0,6.0,4.0,Excited and activated - regularly lift hind quarters off the floor and changing position. No terrible inappropriate behaviour shown and no jumping up. Didnt notice kong until shown by the handler as she was very distracted by the assessor that had passed with the teddy and/or food etc. ,None,3.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,2.0,2.0,No,1.0,2.0,3.0,4.0,3.0,4.0,2.0,,1.0,No,2.0,4.0,1.0,1.0,3.5,12.0,2.5,11.0,1.0,1.0,2.5,6.0,1.0,1.3333333333333333,2.0,1.5,0.0,0.6666666666666666,0.0,3.75,144,2.75,54.0,-1.0,2.5,24.0,4.0,12.0,2.25,16.0,1.5,3.0,2.0,2.0,2.0,3.0,2.5,6.0,3.0,8.0,2.0,3.0,2.0,3.0,24.0
Irrie,09-01-LI,2,2019-11-20,A,LRxGR,F,I1,IGDB,2018-06-28,2019-09-04,2020-07-27,327 days,GD,2.0,Success,15:34:00,0:15:00,2.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,4,4,2,3,3,3.0,2.0,3.0,3.0,5.0,6.0,4.0,briefly lifts hind quarters but good modulation,Left,3.0,1.0,1.0,2.0,8.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,No,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,No,2.0,3.0,2.0,4.0,4.0,15.0,2.0,11.0,1.5,2.0,2.5,6.0,-1.0,1.3333333333333333,2.0,1.75,0.0,1.0,0.0,3.25,96,2.75,54.0,-0.5,2.5,24.0,5.5,24.0,2.25,12.0,1.5,4.0,1.0,1.0,2.0,3.0,2.0,3.0,1.5,2.0,1.6666666666666667,3.0,0.0,2.333333333333333,12.0
Josie,09-03-LJ,1,2019-10-02,A,LR,F,J1,IGDB,2018-07-03,2019-09-04,2020-08-17,348 days,GD,2.0,Success,15:15:56,0:17:43,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,1,3,4,1,3,2.0,2.0,1.0,1.0,1.0,6.0,2.0,"At first seems partially interested but does turn attention away every now and then. Quickly loses interest, walks away/explores. Handler calls back and the dog gets more interested - higher activation and barking from excitement. ",Righ,3.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,No,1.0,1.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,No,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.5,2.0,1.5,2.0,-1.0,1.6666666666666667,3.0,1.75,0.0,1.8333333333333333,1.6666666666666667,2.25,12,2.0,12.0,-0.25,2.0,12.0,3.5,10.0,3.0,48.0,2.25,16.0,4.0,60.0,3.0,5.0,3.0,5.0,2.5,4.0,3.6666666666666665,25.0,-2.0,4.333333333333333,80.0
Jira,08-11-LJ,1,2019-09-23,B,LR,F,J1,IGDB,2018-07-03,2019-08-28,2020-02-03,159 days,GD,2.0,Success,14:03:02,0:13:59,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,4,5,5,6,3,4.0,4.0,6.0,4.0,5.0,7.0,2.0,sat,None,2.0,1.0,,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,No,2.0,4.0,1.0,1.0,4.5,20.0,3.5,19.0,1.0,1.0,1.5,2.0,1.0,2.6666666666666665,18.0,1.25,0.0,3.5,1.0,5.0,600,4.25,288.0,-0.75,2.0,8.0,2.5,4.0,2.5,24.0,1.75,6.0,3.333333333333333,32.0,2.0,3.0,2.0,3.0,2.5,4.0,3.6666666666666665,40.0,-1.0,3.0,24.0
Harmony,08-04-LH,1,2019-09-18,B,LRxGR,F,H1,IGDB,2018-05-11,2019-08-21,2019-11-29,100 days,AD,1.0,Success,14:38:57,0:12:20,3.0,3.0,2.0,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2,3,3,5,4,3.0,3.0,5.0,3.0,3.0,4.0,5.0,jumps at handler twice,None,3.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,No,1.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,2.5,6.0,2.0,2.0,,2.333333333333333,12.0,1.75,0.0,1.1666666666666667,2.5,3.25,90,3.75,180.0,0.5,2.75,30.0,3.5,10.0,1.75,8.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,2.0,2.6666666666666665,12.0
Jazzi,09-04-LJ,1,2019-09-02,A,LR,F,J1,IGDB,2018-07-03,2019-09-04,2020-07-27,327 days,GD,2.0,Success,15:41:42,0:11:15,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,4,2,3,1,5,2.0,2.0,4.0,3.0,3.0,4.0,5.0,"Edging forward, backing up and going side to side. Small jumps on all fours. Doesnt jump up at handler but still overly interested ",Both,3.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,1.0,1.0,4.0,4.0,5.0,1.0,2.0,3.0,1.0,No,4.0,3.0,1.0,1.0,3.0,9.0,2.0,8.0,1.5,2.0,2.5,4.0,-3.0,1.0,1.0,1.75,0.0,0.0,0.0,2.5,24,3.25,80.0,0.75,2.75,30.0,3.5,12.0,1.5,4.0,1.25,2.0,1.5,2.0,2.5,4.0,2.5,4.0,2.5,4.0,3.0,15.0,-1.0,4.0,64.0
Harmony,08-04-LH,2,2019-10-30,B,LRxGR,F,H1,IGDB,2018-05-11,2019-08-21,2019-11-29,100 days,AD,1.0,Success,13:05:00,0:17:43,1.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,4,4,4,4,2,3.0,3.0,4.0,3.0,2.0,5.0,5.0,"dog jump up on to get kong a few times, offers behaviours such as sits and downs  ",None,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,No,5.0,5.0,2.0,4.0,2.5,6.0,0.5,2.0,1.0,1.0,1.5,2.0,1.0,3.0,16.0,1.75,0.0,2.5,2.5,4.0,256,3.0,72.0,-1.0,2.75,30.0,2.5,4.0,1.0,1.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,0.0,4.0,60.0
Josie,09-03-LJ,2,2019-11-20,A,LR,F,J1,IGDB,2018-07-03,2019-09-04,2020-08-17,348 days,GD,2.0,Success,14:43:14,0:14:30,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,1,2,2,4,1,3.0,2.0,3.0,2.0,3.0,4.0,4.0,changing position - backing up etc. Lifting hindquarters very briefly. No truly inappropriate behaviour shown - good modulation,None,3.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,No,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,No,5.0,3.0,1.0,1.0,2.5,6.0,1.5,5.0,1.0,1.0,2.0,3.0,-2.0,2.333333333333333,9.0,1.75,0.0,0.6666666666666666,0.0,2.25,16,2.25,18.0,0.0,2.5,24.0,4.0,15.0,2.75,36.0,2.25,16.0,3.0,16.0,2.5,4.0,2.5,4.0,2.5,4.0,2.6666666666666665,16.0,-1.0,4.333333333333333,80.0
Jazzi,09-04-LJ,2,2019-11-20,A,LR,F,J1,IGDB,2018-07-03,2019-09-04,2020-07-27,327 days,GD,2.0,Success,14:17:08,0:16:38,2.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,3,4,3,1,3,4.0,2.0,4.0,3.0,3.0,6.0,2.0,Does lift hind quarters briefly when handler began talking. Definitely very engaged with the kong but keeps sitting.,Left,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,4.0,1.0,No,4.0,3.0,2.0,4.0,3.0,9.0,1.0,5.0,1.5,2.0,1.5,2.0,1.0,4.0,64.0,1.75,0.0,1.1666666666666667,0.0,2.75,36,3.25,96.0,0.5,2.25,24.0,2.0,3.0,2.0,12.0,1.25,2.0,1.6666666666666667,4.0,2.0,3.0,2.0,3.0,2.5,4.0,3.333333333333333,20.0,-1.0,3.6666666666666665,48.0
Jira,08-11-LJ,2,2019-11-06,B,LR,F,J1,IGDB,2018-07-03,2019-08-28,2020-02-03,159 days,GD,2.0,Success,14:37:42,0:16:57,,,,,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,4,5,6,6,4.0,3.0,5.0,3.0,5.0,5.0,2.0,dog sits,None,3.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,No,2.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,4.0,No,4.0,4.0,1.5,2.0,4.0,15.0,2.5,13.0,,1.0,1.0,1.0,,3.0,24.0,1.75,0.0,2.833333333333333,2.833333333333333,4.0,120,4.5,360.0,0.5,2.0,12.0,2.5,4.0,1.75,8.0,2.0,9.0,1.6666666666666667,4.0,3.0,8.0,2.5,4.0,3.0,5.0,3.6666666666666665,40.0,0.0,4.333333333333333,80.0
Jane,10-04-LJ,1,2019-10-24,A,LR,F,J1,IGDB,2018-07-03,2019-10-02,2020-02-14,135 days,AD,1.0,Success,14:44:43,0:13:32,2.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,3,2,3,5,2,2.0,2.0,3.0,2.0,2.0,4.0,2.0,Dog on lead. Anxious behaviour - lip smacking and moving head closer>> maintains sit nicely though,Left,3.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,No,1.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,No,2.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.5,2.0,1.0,1.0,0.0,2.333333333333333,9.0,2.0,0.0,0.0,0.0,3.25,90,2.25,24.0,-1.0,2.25,18.0,2.5,4.0,2.0,12.0,1.5,3.0,2.333333333333333,9.0,1.5,2.0,1.5,2.0,2.5,4.0,2.0,4.0,1.0,2.6666666666666665,16.0
Hayley,08-12-LH,1,2019-09-23,B,LRxGR,F,H1,IGDB,2018-05-11,2019-08-28,2019-12-04,98 days,W,0.0,Fail,13:26:55,0:16:02,2.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4,3,3,4,3,3.0,3.0,4.0,3.0,3.0,4.0,5.0,jumps at handler twice,Left,3.0,1.0,1.0,2.0,7.0,4.0,4.0,,,,,,,,,,,,1.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,No,4.0,4.0,4.0,16.0,3.0,9.0,-1.0,-7.0,1.5,2.0,2.5,4.0,-3.0,2.0,6.0,1.0,0.0,2.5,3.5,3.5,144,3.25,108.0,-0.25,2.75,30.0,5.5,28.0,4.0,4.0,,1.0,,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.0,16.0,-2.0,3.6666666666666665,48.0
Jane,10-04-LJ,2,2020-01-08,A,LR,F,J1,IGDB,2018-07-03,2019-10-02,2020-02-14,135 days,AD,1.0,Success,13:53:52,0:16:30,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,3,3,4,5,2,2.0,1.0,3.0,2.0,3.0,5.0,2.0,Handler holds the kong directly infront on the dogs face rather than at chest height. For this reason the dog actually behaved amazingly seeing as she only lifted her hind-quarters briefly once. Dog on lead,Righ,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,No,1.0,1.0,3.0,4.0,5.0,2.0,2.0,,1.0,No,4.0,3.0,1.0,1.0,2.5,6.0,1.5,5.0,2.0,4.0,1.0,1.0,0.0,3.333333333333333,32.0,1.75,0.0,0.0,0.0,3.75,180,2.0,12.0,-1.75,2.5,24.0,1.0,1.0,2.0,12.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.0,5.0,0.0,3.6666666666666665,48.0
Hayley,08-12-LH,2,2019-11-06,B,LRxGR,F,H1,IGDB,2018-05-11,2019-08-28,2019-12-04,98 days,W,0.0,Fail,15:13:24,0:20:23,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2,4,4,3,3,3.0,4.0,3.0,2.0,2.0,5.0,5.0,dog jumps twice at handler,None,3.0,1.0,2.0,2.0,7.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,No,2.0,1.0,3.0,5.0,5.0,1.0,2.0,4.0,2.0,No,5.0,4.0,1.0,1.0,2.0,4.0,1.0,3.0,1.5,2.0,2.0,3.0,-2.0,3.0,24.0,1.5,0.0,3.5,2.6666666666666665,3.25,96,3.25,108.0,0.0,3.0,60.0,5.0,21.0,2.0,16.0,1.25,2.0,1.6666666666666667,4.0,2.5,6.0,2.0,3.0,3.0,5.0,3.6666666666666665,40.0,-1.0,4.333333333333333,75.0
Idris,10-14-LI,1,2019-11-06,B,LRxGR,M,I1,IGDB,2018-06-28,2019-10-17,2020-02-12,118 days,W,0.0,Fail,13:58:19,0:14:01,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,3,4,4,4,3,3.0,3.0,4.0,3.0,3.0,5.0,4.0,sits and then goes down ,Left,3.0,3.0,1.0,2.0,5.0,,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,No,5.0,4.0,1.0,1.0,3.0,9.0,2.0,8.0,2.0,4.0,1.0,1.0,,2.6666666666666665,16.0,1.75,0.0,2.5,1.0,3.75,192,3.25,108.0,-0.5,2.5,24.0,5.0,5.0,2.0,12.0,2.0,8.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.333333333333333,5.0,-3.0,4.0,60.0
Idris,10-14-LI,2,2020-01-09,B,LRxGR,M,I1,IGDB,2018-06-28,2019-10-17,2020-02-12,118 days,W,0.0,Fail,15:27:14,0:13:30,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,4,4,4,5,2,3.0,3.0,3.0,2.0,3.0,5.0,2.0,sat and then went into a down,Left,3.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,No,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,No,4.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,1.0,1.0,1.5,2.0,1.0,3.0,24.0,1.25,0.0,1.0,1.0,4.25,320,2.75,54.0,-1.5,2.0,12.0,3.0,5.0,1.75,8.0,1.5,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,1.6666666666666667,3.0,1.0,3.6666666666666665,48.0
July,10-03-LJ,1,2019-10-30,B,LR,F,J1,IGDB,2018-07-03,2019-10-17,2020-06-08,235 days,AD,1.0,Success,14:43:59,0:13:20,1.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,4,4,1,5,2,3.0,2.0,3.0,3.0,5.0,5.0,5.0,"sat, jumped up a few times",Left,3.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,No,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,No,4.0,4.0,1.0,1.0,4.0,15.0,3.0,14.0,1.0,1.0,2.5,6.0,-1.0,2.333333333333333,8.0,1.75,0.0,1.6666666666666667,0.1666666666666666,3.5,80,2.5,36.0,-1.0,2.75,30.0,4.0,15.0,2.25,18.0,1.25,2.0,3.0,16.0,2.0,3.0,2.0,3.0,2.5,4.0,2.6666666666666665,12.0,0.0,3.6666666666666665,48.0
Kirby,10-15-LK,1,2019-11-01,A,LRxGR,M,K1,IGDB,2018-08-02,2019-10-09,2020-07-20,285 days,AD,1.0,Success,13:41:02,0:17:23,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,3,3,3,5,2,2.0,2.0,5.0,2.0,3.0,5.0,2.0,Sat and then lay down - no inappropriate behaviour at all. Stared very intently at the kong and showed a definite interest.,None,3.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,No,5.0,4.0,1.0,1.0,2.5,6.0,1.5,5.0,2.0,4.0,1.0,1.0,0.0,3.0,24.0,2.0,0.0,0.6666666666666666,1.0,3.5,135,2.75,40.0,-0.75,2.0,12.0,2.5,4.0,0.75,0.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,3.333333333333333,30.0,-1.0,4.0,60.0
Kirby,10-15-LK,2,2020-01-08,A,LRxGR,M,K1,IGDB,2018-08-02,2019-10-09,2020-07-20,285 days,AD,1.0,Success,13:26:19,0:13:37,3.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,2,3,1,1,2,2.0,2.0,4.0,2.0,3.0,4.0,4.0,"Dog kept on lead. Intense starting, backing up very slightly and a very quick slight and soft whine.",None,3.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0,1.0,3.0,4.0,4.0,2.0,3.0,,1.0,No,4.0,4.0,2.0,4.0,2.5,6.0,0.5,2.0,2.0,3.0,1.0,1.0,0.0,2.6666666666666665,12.0,2.0,0.0,0.5,0.0,1.75,6,2.5,32.0,0.75,2.5,24.0,2.5,4.0,1.25,2.0,1.25,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.5,4.0,2.5,4.0,-1.0,3.6666666666666665,48.0
